county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date,week
Alameda,1630.0,63.0,31,0,2020-05-01,18
Alameda,1678.0,63.0,48,0,2020-05-02,18
Alameda,1731.0,65.0,53,2,2020-05-03,18
Alameda,1762.0,65.0,31,0,2020-05-04,19
Alameda,1819.0,69.0,57,4,2020-05-05,19
Alameda,1864.0,69.0,45,0,2020-05-06,19
Alameda,1914.0,69.0,50,0,2020-05-07,19
Alameda,1955.0,72.0,41,3,2020-05-08,19
Alameda,2011.0,75.0,56,3,2020-05-09,19
Alameda,2047.0,75.0,36,0,2020-05-10,19
Alameda,2103.0,75.0,56,0,2020-05-11,20
Alameda,2146.0,80.0,43,5,2020-05-12,20
Alameda,2181.0,80.0,35,0,2020-05-13,20
Alameda,2255.0,84.0,74,4,2020-05-14,20
Alameda,2289.0,85.0,34,1,2020-05-15,20
Alameda,2327.0,85.0,38,0,2020-05-16,20
Alameda,2389.0,85.0,62,0,2020-05-17,20
Alameda,2442.0,88.0,53,3,2020-05-18,21
Alameda,2493.0,88.0,51,0,2020-05-19,21
Alameda,2554.0,88.0,61,0,2020-05-20,21
Alameda,2606.0,90.0,52,2,2020-05-21,21
Alameda,2722.0,90.0,116,0,2020-05-22,21
Alameda,2783.0,92.0,61,2,2020-05-23,21
Alameda,2830.0,93.0,47,1,2020-05-24,21
Alameda,2900.0,93.0,70,0,2020-05-25,22
Alameda,2956.0,97.0,56,4,2020-05-26,22
Alameda,3037.0,97.0,81,0,2020-05-27,22
Alameda,3083.0,102.0,46,5,2020-05-28,22
Alameda,3209.0,103.0,126,1,2020-05-29,22
Alameda,3304.0,103.0,95,0,2020-05-30,22
Alameda,3362.0,104.0,58,1,2020-05-31,22
Alameda,3460.0,104.0,98,0,2020-06-01,23
Alameda,3517.0,104.0,57,0,2020-06-02,23
Alameda,3589.0,104.0,72,0,2020-06-03,23
Alameda,3643.0,104.0,54,0,2020-06-04,23
Alameda,3734.0,104.0,91,0,2020-06-05,23
Alameda,3801.0,104.0,67,0,2020-06-06,23
Alameda,3866.0,104.0,65,0,2020-06-07,23
Alameda,3937.0,110.0,71,6,2020-06-08,24
Alameda,3963.0,110.0,26,0,2020-06-09,24
Alameda,4027.0,110.0,64,0,2020-06-10,24
Alameda,4073.0,110.0,46,0,2020-06-11,24
Alameda,4167.0,110.0,94,0,2020-06-12,24
Alameda,4196.0,110.0,29,0,2020-06-13,24
Alameda,4271.0,112.0,75,2,2020-06-14,24
Alameda,4323.0,112.0,52,0,2020-06-15,25
Alameda,4428.0,112.0,105,0,2020-06-16,25
Alameda,4485.0,116.0,57,4,2020-06-17,25
Alameda,4589.0,117.0,104,1,2020-06-18,25
Alameda,4646.0,118.0,57,1,2020-06-19,25
Alameda,4758.0,119.0,112,1,2020-06-20,25
Alameda,4835.0,119.0,77,0,2020-06-21,25
Alameda,4944.0,121.0,109,2,2020-06-22,26
Alameda,5159.0,121.0,215,0,2020-06-23,26
Alameda,5242.0,122.0,83,1,2020-06-24,26
Alameda,5411.0,128.0,169,6,2020-06-25,26
Alameda,5522.0,130.0,111,2,2020-06-26,26
Alameda,5610.0,130.0,88,0,2020-06-27,26
Alameda,5779.0,133.0,169,3,2020-06-28,26
Alameda,5940.0,133.0,161,0,2020-06-29,27
Alameda,6067.0,135.0,127,2,2020-06-30,27
Alameda,6141.0,136.0,74,1,2020-07-01,27
Alameda,6386.0,138.0,245,2,2020-07-02,27
Alameda,6486.0,140.0,100,2,2020-07-03,27
Alameda,6737.0,140.0,251,0,2020-07-04,27
Alameda,6861.0,140.0,124,0,2020-07-05,27
Alameda,6970.0,140.0,109,0,2020-07-06,28
Alameda,7097.0,140.0,127,0,2020-07-07,28
Alameda,7335.0,142.0,238,2,2020-07-08,28
Alameda,7433.0,146.0,98,4,2020-07-09,28
Alameda,7551.0,147.0,118,1,2020-07-10,28
Alameda,7845.0,148.0,294,1,2020-07-11,28
Alameda,8056.0,148.0,211,0,2020-07-12,28
Alameda,8115.0,148.0,59,0,2020-07-13,29
Alameda,8388.0,152.0,273,4,2020-07-14,29
Alameda,8615.0,154.0,227,2,2020-07-15,29
Alameda,8719.0,154.0,104,0,2020-07-16,29
Alameda,8893.0,161.0,174,7,2020-07-17,29
Alameda,9089.0,162.0,196,1,2020-07-18,29
Alameda,9227.0,162.0,138,0,2020-07-19,29
Alameda,9244.0,162.0,17,0,2020-07-20,30
Alameda,9390.0,167.0,146,5,2020-07-21,30
Alameda,9678.0,171.0,288,4,2020-07-22,30
Alameda,9924.0,173.0,246,2,2020-07-23,30
Alameda,10216.0,178.0,292,5,2020-07-24,30
Alameda,10361.0,178.0,145,0,2020-07-25,30
Alameda,10489.0,178.0,128,0,2020-07-26,30
Alameda,10645.0,178.0,156,0,2020-07-27,31
Alameda,10875.0,181.0,230,3,2020-07-28,31
Alameda,11177.0,181.0,302,0,2020-07-29,31
Alameda,11303.0,182.0,126,1,2020-07-30,31
Alameda,11441.0,182.0,138,0,2020-07-31,31
Alameda,11590.0,189.0,149,7,2020-08-01,31
Alameda,11696.0,189.0,106,0,2020-08-02,31
Alameda,11817.0,189.0,121,0,2020-08-03,32
Alameda,11983.0,192.0,166,3,2020-08-04,32
Alameda,12140.0,193.0,157,1,2020-08-05,32
Alameda,12474.0,193.0,334,0,2020-08-06,32
Alameda,12805.0,193.0,331,0,2020-08-07,32
Alameda,13087.0,193.0,282,0,2020-08-08,32
Alameda,13241.0,193.0,154,0,2020-08-09,32
Alameda,13420.0,205.0,179,12,2020-08-10,33
Alameda,13960.0,205.0,540,0,2020-08-11,33
Alameda,14214.0,212.0,254,7,2020-08-12,33
Alameda,14385.0,216.0,171,4,2020-08-13,33
Alameda,14909.0,219.0,524,3,2020-08-14,33
Alameda,15165.0,219.0,256,0,2020-08-15,33
Alameda,15338.0,221.0,173,2,2020-08-16,33
Alameda,15454.0,221.0,116,0,2020-08-17,34
Alameda,15627.0,224.0,173,3,2020-08-18,34
Alameda,15874.0,228.0,247,4,2020-08-19,34
Alameda,16174.0,231.0,300,3,2020-08-20,34
Alameda,16413.0,234.0,239,3,2020-08-21,34
Alameda,16648.0,233.0,235,-1,2020-08-22,34
Alameda,16786.0,234.0,138,1,2020-08-23,34
Alameda,16913.0,234.0,127,0,2020-08-24,35
Alameda,17278.0,240.0,365,6,2020-08-25,35
Alameda,17373.0,243.0,95,3,2020-08-26,35
Alameda,17584.0,244.0,211,1,2020-08-27,35
Alameda,17729.0,247.0,145,3,2020-08-28,35
Alameda,17888.0,247.0,159,0,2020-08-29,35
Alameda,18099.0,252.0,211,5,2020-08-30,35
Alameda,18148.0,257.0,49,5,2020-08-31,36
Alameda,18382.0,257.0,234,0,2020-09-01,36
Alameda,18522.0,274.0,140,17,2020-09-02,36
Alameda,18687.0,295.0,165,21,2020-09-03,36
Alameda,18843.0,296.0,156,1,2020-09-04,36
Alameda,18973.0,299.0,130,3,2020-09-05,36
Alameda,19029.0,299.0,56,0,2020-09-06,36
Alameda,19188.0,300.0,159,1,2020-09-07,37
Alameda,19293.0,303.0,105,3,2020-09-08,37
Alameda,19399.0,303.0,106,0,2020-09-09,37
Alameda,19509.0,303.0,110,0,2020-09-10,37
Alameda,19625.0,320.0,116,17,2020-09-11,37
Alameda,19758.0,320.0,133,0,2020-09-12,37
Alameda,19815.0,332.0,57,12,2020-09-13,37
Alameda,19851.0,332.0,36,0,2020-09-14,38
Alameda,19931.0,356.0,80,24,2020-09-15,38
Alameda,20009.0,356.0,78,0,2020-09-16,38
Alameda,20146.0,365.0,137,9,2020-09-17,38
Alameda,20222.0,370.0,76,5,2020-09-18,38
Alameda,20349.0,374.0,127,4,2020-09-19,38
Alameda,20425.0,374.0,76,0,2020-09-20,38
Alameda,20501.0,374.0,76,0,2020-09-21,39
Alameda,20607.0,390.0,106,16,2020-09-22,39
Alameda,20718.0,395.0,111,5,2020-09-23,39
Alameda,20838.0,397.0,120,2,2020-09-24,39
Alameda,20911.0,404.0,73,7,2020-09-25,39
Alameda,21019.0,406.0,108,2,2020-09-26,39
Alameda,21077.0,406.0,58,0,2020-09-27,39
Alameda,21133.0,406.0,56,0,2020-09-28,40
Alameda,21241.0,408.0,108,2,2020-09-29,40
Alameda,21271.0,412.0,30,4,2020-09-30,40
Alameda,21349.0,420.0,78,8,2020-10-01,40
Alameda,21404.0,420.0,55,0,2020-10-02,40
Alameda,21510.0,426.0,106,6,2020-10-03,40
Alameda,21597.0,425.0,87,-1,2020-10-04,40
Alameda,21637.0,425.0,40,0,2020-10-05,41
Marin,10.0,0.0,10,0,2020-03-18,12
Marin,19.0,0.0,9,0,2020-03-19,12
Marin,30.0,0.0,11,0,2020-03-20,12
Marin,30.0,0.0,0,0,2020-03-21,12
Marin,30.0,0.0,0,0,2020-03-22,12
Marin,30.0,0.0,0,0,2020-03-23,13
Marin,44.0,0.0,14,0,2020-03-24,13
Marin,47.0,0.0,3,0,2020-03-25,13
Marin,56.0,0.0,9,0,2020-03-26,13
Marin,58.0,0.0,2,0,2020-03-27,13
Marin,58.0,0.0,0,0,2020-03-28,13
Marin,60.0,0.0,2,0,2020-03-29,13
Marin,78.0,0.0,18,0,2020-03-30,14
Marin,85.0,1.0,7,1,2020-03-31,14
Marin,87.0,1.0,2,0,2020-04-01,14
Marin,102.0,1.0,15,0,2020-04-02,14
Marin,106.0,6.0,4,5,2020-04-03,14
Marin,111.0,6.0,5,0,2020-04-04,14
Marin,113.0,6.0,2,0,2020-04-05,14
Marin,119.0,7.0,6,1,2020-04-06,15
Marin,122.0,7.0,3,0,2020-04-07,15
Marin,125.0,7.0,3,0,2020-04-08,15
Marin,126.0,7.0,1,0,2020-04-09,15
Marin,128.0,10.0,2,3,2020-04-10,15
Marin,136.0,10.0,8,0,2020-04-11,15
Marin,138.0,10.0,2,0,2020-04-12,15
Marin,144.0,10.0,6,0,2020-04-13,16
Marin,147.0,10.0,3,0,2020-04-14,16
Marin,162.0,10.0,15,0,2020-04-15,16
Marin,170.0,10.0,8,0,2020-04-16,16
Marin,189.0,10.0,19,0,2020-04-17,16
Marin,193.0,10.0,4,0,2020-04-18,16
Marin,194.0,10.0,1,0,2020-04-19,16
Marin,200.0,10.0,6,0,2020-04-20,17
Marin,202.0,10.0,2,0,2020-04-21,17
Marin,202.0,11.0,0,1,2020-04-22,17
Marin,209.0,11.0,7,0,2020-04-23,17
Marin,211.0,11.0,2,0,2020-04-24,17
Marin,215.0,12.0,4,1,2020-04-25,17
Marin,225.0,12.0,10,0,2020-04-26,17
Marin,227.0,12.0,2,0,2020-04-27,18
Marin,228.0,12.0,1,0,2020-04-28,18
Marin,234.0,13.0,6,1,2020-04-29,18
Marin,240.0,13.0,6,0,2020-04-30,18
Marin,242.0,13.0,2,0,2020-05-01,18
Marin,243.0,13.0,1,0,2020-05-02,18
Marin,243.0,13.0,0,0,2020-05-03,18
Marin,244.0,13.0,1,0,2020-05-04,19
Marin,244.0,14.0,0,1,2020-05-05,19
Marin,244.0,14.0,0,0,2020-05-06,19
Marin,252.0,14.0,8,0,2020-05-07,19
Marin,257.0,14.0,5,0,2020-05-08,19
Marin,261.0,14.0,4,0,2020-05-09,19
Marin,267.0,14.0,6,0,2020-05-10,19
Marin,271.0,14.0,4,0,2020-05-11,20
Marin,274.0,14.0,3,0,2020-05-12,20
Marin,278.0,14.0,4,0,2020-05-13,20
Marin,283.0,14.0,5,0,2020-05-14,20
Marin,295.0,14.0,12,0,2020-05-15,20
Marin,297.0,14.0,2,0,2020-05-16,20
Marin,315.0,14.0,18,0,2020-05-17,20
Marin,329.0,14.0,14,0,2020-05-18,21
Marin,340.0,14.0,11,0,2020-05-19,21
Marin,348.0,14.0,8,0,2020-05-20,21
Marin,359.0,14.0,11,0,2020-05-21,21
Marin,372.0,14.0,13,0,2020-05-22,21
Marin,393.0,14.0,21,0,2020-05-23,21
Marin,401.0,14.0,8,0,2020-05-24,21
Marin,415.0,14.0,14,0,2020-05-25,22
Marin,424.0,14.0,9,0,2020-05-26,22
Marin,439.0,14.0,15,0,2020-05-27,22
Marin,443.0,14.0,4,0,2020-05-28,22
Marin,448.0,14.0,5,0,2020-05-29,22
Marin,462.0,14.0,14,0,2020-05-30,22
Marin,486.0,14.0,24,0,2020-05-31,22
Marin,495.0,15.0,9,1,2020-06-01,23
Marin,509.0,17.0,14,2,2020-06-02,23
Marin,527.0,17.0,18,0,2020-06-03,23
Marin,533.0,17.0,6,0,2020-06-04,23
Marin,546.0,17.0,13,0,2020-06-05,23
Marin,556.0,17.0,10,0,2020-06-06,23
Marin,584.0,17.0,28,0,2020-06-07,23
Marin,596.0,17.0,12,0,2020-06-08,24
Marin,616.0,17.0,20,0,2020-06-09,24
Marin,633.0,17.0,17,0,2020-06-10,24
Marin,637.0,17.0,4,0,2020-06-11,24
Marin,649.0,17.0,12,0,2020-06-12,24
Marin,677.0,17.0,28,0,2020-06-13,24
Marin,689.0,17.0,12,0,2020-06-14,24
Marin,708.0,17.0,19,0,2020-06-15,25
Marin,725.0,18.0,17,1,2020-06-16,25
Marin,771.0,18.0,46,0,2020-06-17,25
Marin,819.0,18.0,48,0,2020-06-18,25
Marin,829.0,18.0,10,0,2020-06-19,25
Marin,879.0,18.0,50,0,2020-06-20,25
Marin,907.0,18.0,28,0,2020-06-21,25
Marin,1029.0,18.0,122,0,2020-06-22,26
Marin,1139.0,18.0,110,0,2020-06-23,26
Marin,1261.0,18.0,122,0,2020-06-24,26
Marin,1323.0,18.0,62,0,2020-06-25,26
Marin,1411.0,18.0,88,0,2020-06-26,26
Marin,1498.0,18.0,87,0,2020-06-27,26
Marin,1505.0,18.0,7,0,2020-06-28,26
Marin,1581.0,18.0,76,0,2020-06-29,27
Marin,1628.0,18.0,47,0,2020-06-30,27
Marin,1639.0,18.0,11,0,2020-07-01,27
Marin,1706.0,19.0,67,1,2020-07-02,27
Marin,1776.0,19.0,70,0,2020-07-03,27
Marin,1962.0,19.0,186,0,2020-07-04,27
Marin,2080.0,19.0,118,0,2020-07-05,27
Marin,2136.0,19.0,56,0,2020-07-06,28
Marin,2627.0,20.0,491,1,2020-07-07,28
Marin,2756.0,23.0,129,3,2020-07-08,28
Marin,2975.0,23.0,219,0,2020-07-09,28
Marin,3101.0,23.0,126,0,2020-07-10,28
Marin,3191.0,23.0,90,0,2020-07-11,28
Marin,3358.0,23.0,167,0,2020-07-12,28
Marin,3402.0,28.0,44,5,2020-07-13,29
Marin,3451.0,28.0,49,0,2020-07-14,29
Marin,3458.0,28.0,7,0,2020-07-15,29
Marin,3546.0,29.0,88,1,2020-07-16,29
Marin,3839.0,29.0,293,0,2020-07-17,29
Marin,4089.0,30.0,250,1,2020-07-18,29
Marin,4172.0,30.0,83,0,2020-07-19,29
Marin,4255.0,31.0,83,1,2020-07-20,30
Marin,4318.0,34.0,63,3,2020-07-21,30
Marin,4373.0,35.0,55,1,2020-07-22,30
Marin,4423.0,35.0,50,0,2020-07-23,30
Marin,4517.0,54.0,94,19,2020-07-24,30
Marin,4562.0,54.0,45,0,2020-07-25,30
Marin,4595.0,54.0,33,0,2020-07-26,30
Marin,4669.0,54.0,74,0,2020-07-27,31
Marin,4698.0,61.0,29,7,2020-07-28,31
Marin,4747.0,64.0,49,3,2020-07-29,31
Marin,4835.0,64.0,88,0,2020-07-30,31
Marin,4885.0,70.0,50,6,2020-07-31,31
Marin,4945.0,70.0,60,0,2020-08-01,31
Marin,4985.0,70.0,40,0,2020-08-02,31
Marin,5001.0,70.0,16,0,2020-08-03,32
Marin,5020.0,76.0,19,6,2020-08-04,32
Marin,5036.0,77.0,16,1,2020-08-05,32
Marin,5058.0,78.0,22,1,2020-08-06,32
Marin,5094.0,78.0,36,0,2020-08-07,32
Marin,5118.0,78.0,24,0,2020-08-08,32
Marin,5204.0,78.0,86,0,2020-08-09,32
Marin,5242.0,81.0,38,3,2020-08-10,33
Marin,5287.0,81.0,45,0,2020-08-11,33
Marin,5423.0,81.0,136,0,2020-08-12,33
Marin,5503.0,82.0,80,1,2020-08-13,33
Marin,5601.0,82.0,98,0,2020-08-14,33
Marin,5628.0,82.0,27,0,2020-08-15,33
Marin,5664.0,82.0,36,0,2020-08-16,33
Marin,5683.0,83.0,19,1,2020-08-17,34
Marin,5708.0,83.0,25,0,2020-08-18,34
Marin,5723.0,83.0,15,0,2020-08-19,34
Marin,5745.0,84.0,22,1,2020-08-20,34
Marin,5762.0,85.0,17,1,2020-08-21,34
Marin,5789.0,85.0,27,0,2020-08-22,34
Marin,5807.0,85.0,18,0,2020-08-23,34
Marin,5834.0,94.0,27,9,2020-08-24,35
Marin,5860.0,95.0,26,1,2020-08-25,35
Marin,5887.0,95.0,27,0,2020-08-26,35
Marin,5929.0,94.0,42,-1,2020-08-27,35
Marin,5991.0,94.0,62,0,2020-08-28,35
Marin,6007.0,95.0,16,1,2020-08-29,35
Marin,6060.0,95.0,53,0,2020-08-30,35
Marin,6074.0,96.0,14,1,2020-08-31,36
Marin,6102.0,96.0,28,0,2020-09-01,36
Marin,6131.0,96.0,29,0,2020-09-02,36
Marin,6175.0,96.0,44,0,2020-09-03,36
Marin,6251.0,96.0,76,0,2020-09-04,36
Marin,6259.0,96.0,8,0,2020-09-05,36
Marin,6276.0,96.0,17,0,2020-09-06,36
Marin,6296.0,96.0,20,0,2020-09-07,37
Marin,6313.0,99.0,17,3,2020-09-08,37
Marin,6321.0,99.0,8,0,2020-09-09,37
Marin,6344.0,99.0,23,0,2020-09-10,37
Marin,6364.0,99.0,20,0,2020-09-11,37
Marin,6393.0,99.0,29,0,2020-09-12,37
Marin,6395.0,99.0,2,0,2020-09-13,37
Marin,6409.0,99.0,14,0,2020-09-14,38
Marin,6423.0,106.0,14,7,2020-09-15,38
Marin,6430.0,111.0,7,5,2020-09-16,38
Marin,6457.0,112.0,27,1,2020-09-17,38
Marin,6475.0,112.0,18,0,2020-09-18,38
Marin,6513.0,112.0,38,0,2020-09-19,38
Marin,6533.0,112.0,20,0,2020-09-20,38
Marin,6538.0,113.0,5,1,2020-09-21,39
Marin,6561.0,114.0,23,1,2020-09-22,39
Marin,6567.0,114.0,6,0,2020-09-23,39
Marin,6588.0,116.0,21,2,2020-09-24,39
Marin,6622.0,117.0,34,1,2020-09-25,39
Marin,6641.0,118.0,19,1,2020-09-26,39
Marin,6663.0,118.0,22,0,2020-09-27,39
Marin,6676.0,118.0,13,0,2020-09-28,40
Marin,6692.0,119.0,16,1,2020-09-29,40
Marin,6700.0,119.0,8,0,2020-09-30,40
Marin,6710.0,119.0,10,0,2020-10-01,40
Marin,6717.0,119.0,7,0,2020-10-02,40
Marin,6728.0,119.0,11,0,2020-10-03,40
Marin,6741.0,119.0,13,0,2020-10-04,40
Marin,6751.0,119.0,10,0,2020-10-05,41
San Diego,40.0,0.0,40,0,2020-03-18,12
San Diego,68.0,0.0,28,0,2020-03-19,12
San Diego,98.0,0.0,30,0,2020-03-20,12
San Diego,119.0,0.0,21,0,2020-03-21,12
San Diego,159.0,0.0,40,0,2020-03-22,12
San Diego,176.0,1.0,17,1,2020-03-23,13
San Diego,229.0,2.0,53,1,2020-03-24,13
San Diego,236.0,2.0,7,0,2020-03-25,13
San Diego,297.0,2.0,61,0,2020-03-26,13
San Diego,419.0,5.0,122,3,2020-03-27,13
San Diego,490.0,7.0,71,2,2020-03-28,13
San Diego,521.0,7.0,31,0,2020-03-29,13
San Diego,605.0,7.0,84,0,2020-03-30,14
San Diego,736.0,9.0,131,2,2020-03-31,14
San Diego,851.0,11.0,115,2,2020-04-01,14
San Diego,968.0,16.0,117,5,2020-04-02,14
San Diego,1114.0,17.0,146,1,2020-04-03,14
San Diego,1211.0,18.0,97,1,2020-04-04,14
San Diego,1328.0,19.0,117,1,2020-04-05,14
San Diego,1406.0,19.0,78,0,2020-04-06,15
San Diego,1456.0,31.0,50,12,2020-04-07,15
San Diego,1532.0,36.0,76,5,2020-04-08,15
San Diego,1630.0,40.0,98,4,2020-04-09,15
San Diego,1695.0,54.0,65,14,2020-04-10,15
San Diego,1763.0,54.0,68,0,2020-04-11,15
San Diego,1806.0,55.0,43,1,2020-04-12,15
San Diego,1849.0,66.0,43,11,2020-04-13,16
San Diego,1932.0,67.0,83,1,2020-04-14,16
San Diego,2014.0,67.0,82,0,2020-04-15,16
San Diego,2089.0,77.0,75,10,2020-04-16,16
San Diego,2160.0,83.0,71,6,2020-04-17,16
San Diego,2215.0,83.0,55,0,2020-04-18,16
San Diego,2270.0,83.0,55,0,2020-04-19,16
San Diego,2327.0,102.0,57,19,2020-04-20,17
San Diego,2436.0,109.0,109,7,2020-04-21,17
San Diego,2493.0,112.0,57,3,2020-04-22,17
San Diego,2645.0,112.0,152,0,2020-04-23,17
San Diego,2828.0,119.0,183,7,2020-04-24,17
San Diego,2945.0,119.0,117,0,2020-04-25,17
San Diego,3045.0,123.0,100,4,2020-04-26,17
San Diego,3143.0,128.0,98,5,2020-04-27,18
San Diego,3316.0,133.0,173,5,2020-04-28,18
San Diego,3434.0,140.0,118,7,2020-04-29,18
San Diego,3566.0,143.0,132,3,2020-04-30,18
San Diego,3713.0,150.0,147,7,2020-05-01,18
San Diego,3844.0,150.0,131,0,2020-05-02,18
San Diego,3929.0,150.0,85,0,2020-05-03,18
San Diego,4022.0,162.0,93,12,2020-05-04,19
San Diego,4162.0,173.0,140,11,2020-05-05,19
San Diego,4321.0,186.0,159,13,2020-05-06,19
San Diego,4431.0,189.0,110,3,2020-05-07,19
San Diego,4664.0,194.0,233,5,2020-05-08,19
San Diego,4778.0,194.0,114,0,2020-05-09,19
San Diego,4928.0,194.0,150,0,2020-05-10,19
San Diego,5067.0,204.0,139,10,2020-05-11,20
San Diego,5163.0,217.0,96,13,2020-05-12,20
San Diego,5280.0,223.0,117,6,2020-05-13,20
San Diego,5393.0,231.0,113,8,2020-05-14,20
San Diego,5525.0,235.0,132,4,2020-05-15,20
San Diego,5664.0,235.0,139,0,2020-05-16,20
San Diego,5838.0,242.0,174,7,2020-05-17,20
San Diego,5948.0,242.0,110,0,2020-05-18,21
San Diego,6028.0,242.0,80,0,2020-05-19,21
San Diego,6142.0,262.0,114,20,2020-05-20,21
San Diego,6317.0,262.0,175,0,2020-05-21,21
San Diego,6436.0,271.0,119,9,2020-05-22,21
San Diego,6561.0,275.0,125,4,2020-05-23,21
San Diego,6703.0,275.0,142,0,2020-05-24,21
San Diego,6799.0,275.0,96,0,2020-05-25,22
San Diego,6884.0,290.0,85,15,2020-05-26,22
San Diego,6985.0,297.0,101,7,2020-05-27,22
San Diego,7102.0,307.0,117,10,2020-05-28,22
San Diego,7242.0,312.0,140,5,2020-05-29,22
San Diego,7387.0,312.0,145,0,2020-05-30,22
San Diego,7483.0,312.0,96,0,2020-05-31,22
San Diego,7556.0,312.0,73,0,2020-06-01,23
San Diego,7676.0,312.0,120,0,2020-06-02,23
San Diego,7800.0,312.0,124,0,2020-06-03,23
San Diego,7942.0,312.0,142,0,2020-06-04,23
San Diego,8182.0,312.0,240,0,2020-06-05,23
San Diego,8347.0,312.0,165,0,2020-06-06,23
San Diego,8478.0,312.0,131,0,2020-06-07,23
San Diego,8621.0,312.0,143,0,2020-06-08,24
San Diego,8731.0,312.0,110,0,2020-06-09,24
San Diego,8839.0,312.0,108,0,2020-06-10,24
San Diego,9000.0,312.0,161,0,2020-06-11,24
San Diego,9132.0,312.0,132,0,2020-06-12,24
San Diego,9316.0,320.0,184,8,2020-06-13,24
San Diego,9442.0,320.0,126,0,2020-06-14,24
San Diego,9612.0,320.0,170,0,2020-06-15,25
San Diego,9732.0,323.0,120,3,2020-06-16,25
San Diego,9856.0,327.0,124,4,2020-06-17,25
San Diego,10094.0,331.0,238,4,2020-06-18,25
San Diego,10352.0,332.0,258,1,2020-06-19,25
San Diego,10486.0,338.0,134,6,2020-06-20,25
San Diego,10796.0,338.0,310,0,2020-06-21,25
San Diego,11098.0,338.0,302,0,2020-06-22,26
San Diego,11296.0,338.0,198,0,2020-06-23,26
San Diego,11628.0,347.0,332,9,2020-06-24,26
San Diego,11963.0,352.0,335,5,2020-06-25,26
San Diego,12402.0,358.0,439,6,2020-06-26,26
San Diego,12836.0,360.0,434,2,2020-06-27,26
San Diego,13333.0,361.0,497,1,2020-06-28,26
San Diego,13834.0,361.0,501,0,2020-06-29,27
San Diego,14150.0,365.0,316,4,2020-06-30,27
San Diego,14626.0,372.0,476,7,2020-07-01,27
San Diego,15208.0,377.0,582,5,2020-07-02,27
San Diego,15698.0,387.0,490,10,2020-07-03,27
San Diego,16166.0,387.0,468,0,2020-07-04,27
San Diego,16728.0,387.0,562,0,2020-07-05,27
San Diego,17002.0,387.0,274,0,2020-07-06,28
San Diego,17580.0,399.0,578,12,2020-07-07,28
San Diego,17844.0,406.0,264,7,2020-07-08,28
San Diego,18404.0,415.0,560,9,2020-07-09,28
San Diego,18862.0,420.0,458,5,2020-07-10,28
San Diego,19371.0,422.0,509,2,2020-07-11,28
San Diego,19929.0,422.0,558,0,2020-07-12,28
San Diego,20348.0,422.0,419,0,2020-07-13,29
San Diego,20887.0,436.0,539,14,2020-07-14,29
San Diego,21448.0,448.0,561,12,2020-07-15,29
San Diego,21857.0,465.0,409,17,2020-07-16,29
San Diego,22491.0,472.0,634,7,2020-07-17,29
San Diego,23116.0,478.0,625,6,2020-07-18,29
San Diego,23684.0,478.0,568,0,2020-07-19,29
San Diego,24137.0,478.0,453,0,2020-07-20,30
San Diego,24522.0,487.0,385,9,2020-07-21,30
San Diego,25109.0,505.0,587,18,2020-07-22,30
San Diego,25615.0,512.0,506,7,2020-07-23,30
San Diego,26100.0,524.0,485,12,2020-07-24,30
San Diego,26703.0,533.0,603,9,2020-07-25,30
San Diego,26986.0,533.0,283,0,2020-07-26,30
San Diego,27509.0,533.0,523,0,2020-07-27,31
San Diego,28007.0,547.0,498,14,2020-07-28,31
San Diego,28289.0,552.0,282,5,2020-07-29,31
San Diego,28670.0,558.0,381,6,2020-07-30,31
San Diego,29050.0,561.0,380,3,2020-07-31,31
San Diego,29579.0,565.0,529,4,2020-08-01,31
San Diego,29885.0,565.0,306,0,2020-08-02,31
San Diego,30228.0,565.0,343,0,2020-08-03,32
San Diego,30518.0,568.0,290,3,2020-08-04,32
San Diego,30866.0,578.0,348,10,2020-08-05,32
San Diego,31129.0,583.0,263,5,2020-08-06,32
San Diego,31781.0,586.0,652,3,2020-08-07,32
San Diego,32332.0,593.0,551,7,2020-08-08,32
San Diego,32749.0,594.0,417,1,2020-08-09,32
San Diego,32977.0,594.0,228,0,2020-08-10,33
San Diego,33159.0,602.0,182,8,2020-08-11,33
San Diego,33395.0,608.0,236,6,2020-08-12,33
San Diego,33661.0,615.0,266,7,2020-08-13,33
San Diego,34067.0,622.0,406,7,2020-08-14,33
San Diego,34346.0,626.0,279,4,2020-08-15,33
San Diego,34680.0,626.0,334,0,2020-08-16,33
San Diego,34962.0,626.0,282,0,2020-08-17,34
San Diego,35164.0,633.0,202,7,2020-08-18,34
San Diego,35378.0,638.0,214,5,2020-08-19,34
San Diego,35610.0,644.0,232,6,2020-08-20,34
San Diego,35914.0,652.0,304,8,2020-08-21,34
San Diego,36205.0,660.0,291,8,2020-08-22,34
San Diego,36542.0,660.0,337,0,2020-08-23,34
San Diego,36729.0,660.0,187,0,2020-08-24,35
San Diego,36996.0,665.0,267,5,2020-08-25,35
San Diego,37224.0,668.0,228,3,2020-08-26,35
San Diego,37501.0,673.0,277,5,2020-08-27,35
San Diego,37786.0,676.0,285,3,2020-08-28,35
San Diego,38049.0,679.0,263,3,2020-08-29,35
San Diego,38302.0,682.0,253,3,2020-08-30,35
San Diego,38606.0,682.0,304,0,2020-08-31,36
San Diego,38873.0,688.0,267,6,2020-09-01,36
