county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date,week
Santa Clara,151.0,6.0,151,6,2020-03-18,12
Santa Clara,183.0,8.0,32,2,2020-03-19,12
Santa Clara,246.0,8.0,63,0,2020-03-20,12
Santa Clara,269.0,10.0,23,2,2020-03-21,12
Santa Clara,284.0,13.0,15,3,2020-03-22,12
Santa Clara,336.0,13.0,52,0,2020-03-23,13
Santa Clara,389.0,17.0,53,4,2020-03-24,13
Santa Clara,452.0,20.0,63,3,2020-03-25,13
Santa Clara,487.0,20.0,35,0,2020-03-26,13
Santa Clara,557.0,25.0,70,5,2020-03-27,13
Santa Clara,587.0,27.0,30,2,2020-03-28,13
Santa Clara,591.0,30.0,4,3,2020-03-29,13
Santa Clara,745.0,31.0,154,1,2020-03-30,14
Santa Clara,777.0,30.0,32,-1,2020-03-31,14
Santa Clara,805.0,33.0,28,3,2020-04-01,14
Santa Clara,908.0,38.0,103,5,2020-04-02,14
Santa Clara,983.0,39.0,75,1,2020-04-03,14
Santa Clara,1045.0,39.0,62,0,2020-04-04,14
Santa Clara,1052.0,42.0,7,3,2020-04-05,14
Santa Clara,1128.0,43.0,76,1,2020-04-06,15
Santa Clara,1193.0,46.0,65,3,2020-04-07,15
Santa Clara,1257.0,47.0,64,1,2020-04-08,15
Santa Clara,1301.0,49.0,44,2,2020-04-09,15
Santa Clara,1351.0,52.0,50,3,2020-04-10,15
Santa Clara,1441.0,52.0,90,0,2020-04-11,15
Santa Clara,1461.0,53.0,20,1,2020-04-12,15
Santa Clara,1542.0,60.0,81,7,2020-04-13,16
Santa Clara,1561.0,66.0,19,6,2020-04-14,16
Santa Clara,1692.0,66.0,131,0,2020-04-15,16
Santa Clara,1789.0,69.0,97,3,2020-04-16,16
Santa Clara,1834.0,73.0,45,4,2020-04-17,16
Santa Clara,1862.0,73.0,28,0,2020-04-18,16
Santa Clara,1878.0,79.0,16,6,2020-04-19,16
Santa Clara,1920.0,83.0,42,4,2020-04-20,17
Santa Clara,1943.0,88.0,23,5,2020-04-21,17
Santa Clara,1969.0,94.0,26,6,2020-04-22,17
Santa Clara,1996.0,95.0,27,1,2020-04-23,17
Santa Clara,2026.0,98.0,30,3,2020-04-24,17
Santa Clara,2045.0,99.0,19,1,2020-04-25,17
Santa Clara,2097.0,102.0,52,3,2020-04-26,17
Santa Clara,2104.0,105.0,7,3,2020-04-27,18
Santa Clara,2130.0,106.0,26,1,2020-04-28,18
Santa Clara,2147.0,108.0,17,2,2020-04-29,18
Santa Clara,2172.0,111.0,25,3,2020-04-30,18
Santa Clara,2176.0,113.0,4,2,2020-05-01,18
Santa Clara,2203.0,115.0,27,2,2020-05-02,18
Santa Clara,2235.0,116.0,32,1,2020-05-03,18
Santa Clara,2238.0,119.0,3,3,2020-05-04,19
Santa Clara,2249.0,123.0,11,4,2020-05-05,19
Santa Clara,2270.0,126.0,21,3,2020-05-06,19
Santa Clara,2281.0,127.0,11,1,2020-05-07,19
Santa Clara,2285.0,130.0,4,3,2020-05-08,19
Santa Clara,2317.0,130.0,32,0,2020-05-09,19
Santa Clara,2331.0,130.0,14,0,2020-05-10,19
Santa Clara,2340.0,133.0,9,3,2020-05-11,20
Santa Clara,2362.0,133.0,22,0,2020-05-12,20
Santa Clara,2370.0,135.0,8,2,2020-05-13,20
Santa Clara,2380.0,135.0,10,0,2020-05-14,20
Santa Clara,2395.0,136.0,15,1,2020-05-15,20
Santa Clara,2420.0,136.0,25,0,2020-05-16,20
Santa Clara,2453.0,136.0,33,0,2020-05-17,20
Santa Clara,2468.0,136.0,15,0,2020-05-18,21
Santa Clara,2480.0,139.0,12,3,2020-05-19,21
Santa Clara,2508.0,139.0,28,0,2020-05-20,21
Santa Clara,2520.0,139.0,12,0,2020-05-21,21
Santa Clara,2537.0,139.0,17,0,2020-05-22,21
Santa Clara,2593.0,139.0,56,0,2020-05-23,21
Santa Clara,2623.0,139.0,30,0,2020-05-24,21
Santa Clara,2647.0,140.0,24,1,2020-05-25,22
Santa Clara,2659.0,140.0,12,0,2020-05-26,22
Santa Clara,2680.0,141.0,21,1,2020-05-27,22
Santa Clara,2698.0,141.0,18,0,2020-05-28,22
Santa Clara,2707.0,141.0,9,0,2020-05-29,22
Santa Clara,2741.0,141.0,34,0,2020-05-30,22
Santa Clara,2785.0,144.0,44,3,2020-05-31,22
Santa Clara,2797.0,144.0,12,0,2020-06-01,23
Santa Clara,2819.0,144.0,22,0,2020-06-02,23
Santa Clara,2836.0,144.0,17,0,2020-06-03,23
Santa Clara,2871.0,144.0,35,0,2020-06-04,23
Santa Clara,2902.0,144.0,31,0,2020-06-05,23
Santa Clara,2934.0,144.0,32,0,2020-06-06,23
Santa Clara,2947.0,144.0,13,0,2020-06-07,23
Santa Clara,2971.0,149.0,24,5,2020-06-08,24
Santa Clara,3006.0,149.0,35,0,2020-06-09,24
Santa Clara,3032.0,149.0,26,0,2020-06-10,24
Santa Clara,3049.0,149.0,17,0,2020-06-11,24
Santa Clara,3099.0,150.0,50,1,2020-06-12,24
Santa Clara,3141.0,150.0,42,0,2020-06-13,24
Santa Clara,3178.0,151.0,37,1,2020-06-14,24
Santa Clara,3204.0,152.0,26,1,2020-06-15,25
Santa Clara,3228.0,152.0,24,0,2020-06-16,25
Santa Clara,3264.0,152.0,36,0,2020-06-17,25
Santa Clara,3338.0,152.0,74,0,2020-06-18,25
Santa Clara,3376.0,152.0,38,0,2020-06-19,25
Santa Clara,3435.0,154.0,59,2,2020-06-20,25
Santa Clara,3514.0,154.0,79,0,2020-06-21,25
Santa Clara,3580.0,154.0,66,0,2020-06-22,26
Santa Clara,3700.0,155.0,120,1,2020-06-23,26
Santa Clara,3812.0,155.0,112,0,2020-06-24,26
Santa Clara,3883.0,155.0,71,0,2020-06-25,26
Santa Clara,3985.0,155.0,102,0,2020-06-26,26
Santa Clara,4043.0,155.0,58,0,2020-06-27,26
Santa Clara,4193.0,155.0,150,0,2020-06-28,26
Santa Clara,4372.0,156.0,179,1,2020-06-29,27
Santa Clara,4476.0,157.0,104,1,2020-06-30,27
Santa Clara,4545.0,158.0,69,1,2020-07-01,27
Santa Clara,4722.0,159.0,177,1,2020-07-02,27
Santa Clara,4820.0,160.0,98,1,2020-07-03,27
Santa Clara,5045.0,160.0,225,0,2020-07-04,27
Santa Clara,5237.0,161.0,192,1,2020-07-05,27
Santa Clara,5369.0,164.0,132,3,2020-07-06,28
Santa Clara,5438.0,165.0,69,1,2020-07-07,28
Santa Clara,5510.0,165.0,72,0,2020-07-08,28
Santa Clara,5638.0,166.0,128,1,2020-07-09,28
Santa Clara,5819.0,166.0,181,0,2020-07-10,28
Santa Clara,5959.0,166.0,140,0,2020-07-11,28
Santa Clara,6252.0,166.0,293,0,2020-07-12,28
Santa Clara,6488.0,167.0,236,1,2020-07-13,29
Santa Clara,6686.0,170.0,198,3,2020-07-14,29
Santa Clara,6900.0,173.0,214,3,2020-07-15,29
Santa Clara,6990.0,176.0,90,3,2020-07-16,29
Santa Clara,7080.0,177.0,90,1,2020-07-17,29
Santa Clara,7255.0,177.0,175,0,2020-07-18,29
Santa Clara,7403.0,177.0,148,0,2020-07-19,29
Santa Clara,7711.0,178.0,308,1,2020-07-20,30
Santa Clara,7989.0,178.0,278,0,2020-07-21,30
Santa Clara,8266.0,180.0,277,2,2020-07-22,30
Santa Clara,8458.0,181.0,192,1,2020-07-23,30
Santa Clara,8658.0,183.0,200,2,2020-07-24,30
Santa Clara,8767.0,184.0,109,1,2020-07-25,30
Santa Clara,8986.0,184.0,219,0,2020-07-26,30
Santa Clara,9157.0,184.0,171,0,2020-07-27,31
Santa Clara,9307.0,185.0,150,1,2020-07-28,31
Santa Clara,9567.0,187.0,260,2,2020-07-29,31
Santa Clara,9708.0,190.0,141,3,2020-07-30,31
Santa Clara,9863.0,191.0,155,1,2020-07-31,31
Santa Clara,10281.0,191.0,418,0,2020-08-01,31
Santa Clara,10577.0,191.0,296,0,2020-08-02,31
Santa Clara,10747.0,191.0,170,0,2020-08-03,32
Santa Clara,10986.0,192.0,239,1,2020-08-04,32
Santa Clara,11074.0,196.0,88,4,2020-08-05,32
Santa Clara,11280.0,196.0,206,0,2020-08-06,32
Santa Clara,11409.0,203.0,129,7,2020-08-07,32
Santa Clara,11615.0,204.0,206,1,2020-08-08,32
Santa Clara,11878.0,205.0,263,1,2020-08-09,32
Santa Clara,12615.0,205.0,737,0,2020-08-10,33
Santa Clara,12920.0,207.0,305,2,2020-08-11,33
Santa Clara,13002.0,207.0,82,0,2020-08-12,33
Santa Clara,13257.0,208.0,255,1,2020-08-13,33
Santa Clara,13785.0,208.0,528,0,2020-08-14,33
Santa Clara,14105.0,209.0,320,1,2020-08-15,33
Santa Clara,14329.0,209.0,224,0,2020-08-16,33
Santa Clara,14546.0,209.0,217,0,2020-08-17,34
Santa Clara,14786.0,213.0,240,4,2020-08-18,34
Santa Clara,14994.0,216.0,208,3,2020-08-19,34
Santa Clara,15162.0,217.0,168,1,2020-08-20,34
Santa Clara,15399.0,222.0,237,5,2020-08-21,34
Santa Clara,15590.0,224.0,191,2,2020-08-22,34
Santa Clara,15912.0,224.0,322,0,2020-08-23,34
Santa Clara,16049.0,224.0,137,0,2020-08-24,35
Santa Clara,16199.0,233.0,150,9,2020-08-25,35
Santa Clara,16283.0,237.0,84,4,2020-08-26,35
Santa Clara,16495.0,240.0,212,3,2020-08-27,35
Santa Clara,16696.0,245.0,201,5,2020-08-28,35
Santa Clara,16898.0,244.0,202,-1,2020-08-29,35
Santa Clara,17045.0,244.0,147,0,2020-08-30,35
Santa Clara,17211.0,244.0,166,0,2020-08-31,36
Santa Clara,17319.0,248.0,108,4,2020-09-01,36
Santa Clara,17673.0,250.0,354,2,2020-09-02,36
Santa Clara,17879.0,253.0,206,3,2020-09-03,36
Santa Clara,18074.0,254.0,195,1,2020-09-04,36
Santa Clara,18311.0,257.0,237,3,2020-09-05,36
Santa Clara,18495.0,260.0,184,3,2020-09-06,36
Santa Clara,18596.0,260.0,101,0,2020-09-07,37
Santa Clara,18645.0,260.0,49,0,2020-09-08,37
Santa Clara,18759.0,263.0,114,3,2020-09-09,37
Santa Clara,18870.0,263.0,111,0,2020-09-10,37
Santa Clara,19065.0,276.0,195,13,2020-09-11,37
Santa Clara,19330.0,280.0,265,4,2020-09-12,37
Santa Clara,19456.0,283.0,126,3,2020-09-13,37
Santa Clara,19545.0,283.0,89,0,2020-09-14,38
Santa Clara,19610.0,287.0,65,4,2020-09-15,38
Santa Clara,19684.0,293.0,74,6,2020-09-16,38
Santa Clara,19825.0,295.0,141,2,2020-09-17,38
Santa Clara,20058.0,295.0,233,0,2020-09-18,38
Santa Clara,20170.0,296.0,112,1,2020-09-19,38
Santa Clara,20330.0,296.0,160,0,2020-09-20,38
Santa Clara,20432.0,297.0,102,1,2020-09-21,39
Santa Clara,20514.0,299.0,82,2,2020-09-22,39
Santa Clara,20575.0,300.0,61,1,2020-09-23,39
Santa Clara,20689.0,304.0,114,4,2020-09-24,39
Santa Clara,20812.0,306.0,123,2,2020-09-25,39
Santa Clara,20967.0,311.0,155,5,2020-09-26,39
Santa Clara,21091.0,312.0,124,1,2020-09-27,39
Santa Clara,21180.0,314.0,89,2,2020-09-28,40
Santa Clara,21233.0,318.0,53,4,2020-09-29,40
Santa Clara,21318.0,322.0,85,4,2020-09-30,40
Santa Clara,21398.0,325.0,80,3,2020-10-01,40
Santa Clara,21545.0,330.0,147,5,2020-10-02,40
Santa Clara,21672.0,333.0,127,3,2020-10-03,40
Santa Clara,21780.0,344.0,108,11,2020-10-04,40
Santa Clara,21861.0,345.0,81,1,2020-10-05,41
San Mateo,57.0,1.0,57,1,2020-03-18,12
San Mateo,58.0,1.0,1,0,2020-03-19,12
San Mateo,71.0,1.0,13,0,2020-03-20,12
San Mateo,78.0,1.0,7,0,2020-03-21,12
San Mateo,82.0,1.0,4,0,2020-03-22,12
San Mateo,88.0,1.0,6,0,2020-03-23,13
San Mateo,100.0,2.0,12,1,2020-03-24,13
San Mateo,111.0,5.0,11,3,2020-03-25,13
San Mateo,122.0,5.0,11,0,2020-03-26,13
San Mateo,213.0,7.0,91,2,2020-03-27,13
San Mateo,231.0,9.0,18,2,2020-03-28,13
San Mateo,234.0,12.0,3,3,2020-03-29,13
San Mateo,257.0,11.0,23,-1,2020-03-30,14
San Mateo,297.0,12.0,40,1,2020-03-31,14
San Mateo,354.0,13.0,57,1,2020-04-01,14
San Mateo,423.0,13.0,69,0,2020-04-02,14
San Mateo,474.0,13.0,51,0,2020-04-03,14
San Mateo,520.0,17.0,46,4,2020-04-04,14
San Mateo,528.0,19.0,8,2,2020-04-05,14
San Mateo,569.0,20.0,41,1,2020-04-06,15
San Mateo,573.0,22.0,4,2,2020-04-07,15
San Mateo,608.0,22.0,35,0,2020-04-08,15
San Mateo,630.0,23.0,22,1,2020-04-09,15
San Mateo,642.0,21.0,12,-2,2020-04-10,15
San Mateo,662.0,25.0,20,4,2020-04-11,15
San Mateo,664.0,25.0,2,0,2020-04-12,15
San Mateo,679.0,25.0,15,0,2020-04-13,16
San Mateo,681.0,25.0,2,0,2020-04-14,16
San Mateo,707.0,25.0,26,0,2020-04-15,16
San Mateo,745.0,25.0,38,0,2020-04-16,16
San Mateo,768.0,28.0,23,3,2020-04-17,16
San Mateo,821.0,28.0,53,0,2020-04-18,16
San Mateo,845.0,31.0,24,3,2020-04-19,16
San Mateo,890.0,31.0,45,0,2020-04-20,17
San Mateo,933.0,31.0,43,0,2020-04-21,17
San Mateo,945.0,39.0,12,8,2020-04-22,17
San Mateo,970.0,39.0,25,0,2020-04-23,17
San Mateo,1004.0,43.0,34,4,2020-04-24,17
San Mateo,1054.0,43.0,50,0,2020-04-25,17
San Mateo,1070.0,46.0,16,3,2020-04-26,17
San Mateo,1092.0,46.0,22,0,2020-04-27,18
San Mateo,1129.0,48.0,37,2,2020-04-28,18
San Mateo,1170.0,50.0,41,2,2020-04-29,18
San Mateo,1194.0,52.0,24,2,2020-04-30,18
San Mateo,1222.0,52.0,28,0,2020-05-01,18
San Mateo,1272.0,52.0,50,0,2020-05-02,18
San Mateo,1277.0,53.0,5,1,2020-05-03,18
San Mateo,1313.0,53.0,36,0,2020-05-04,19
San Mateo,1335.0,56.0,22,3,2020-05-05,19
San Mateo,1348.0,56.0,13,0,2020-05-06,19
San Mateo,1398.0,57.0,50,1,2020-05-07,19
San Mateo,1423.0,62.0,25,5,2020-05-08,19
San Mateo,1453.0,65.0,30,3,2020-05-09,19
San Mateo,1463.0,65.0,10,0,2020-05-10,19
San Mateo,1499.0,65.0,36,0,2020-05-11,20
San Mateo,1533.0,66.0,34,1,2020-05-12,20
San Mateo,1550.0,66.0,17,0,2020-05-13,20
San Mateo,1588.0,66.0,38,0,2020-05-14,20
San Mateo,1612.0,67.0,24,1,2020-05-15,20
San Mateo,1652.0,68.0,40,1,2020-05-16,20
San Mateo,1680.0,68.0,28,0,2020-05-17,20
San Mateo,1701.0,68.0,21,0,2020-05-18,21
San Mateo,1704.0,75.0,3,7,2020-05-19,21
San Mateo,1739.0,75.0,35,0,2020-05-20,21
San Mateo,1791.0,75.0,52,0,2020-05-21,21
San Mateo,1847.0,76.0,56,1,2020-05-22,21
San Mateo,1862.0,76.0,15,0,2020-05-23,21
San Mateo,1925.0,76.0,63,0,2020-05-24,21
San Mateo,1938.0,76.0,13,0,2020-05-25,22
San Mateo,1967.0,82.0,29,6,2020-05-26,22
San Mateo,2045.0,82.0,78,0,2020-05-27,22
San Mateo,2070.0,82.0,25,0,2020-05-28,22
San Mateo,2103.0,84.0,33,2,2020-05-29,22
San Mateo,2129.0,84.0,26,0,2020-05-30,22
San Mateo,2169.0,84.0,40,0,2020-05-31,22
San Mateo,2190.0,84.0,21,0,2020-06-01,23
San Mateo,2203.0,84.0,13,0,2020-06-02,23
San Mateo,2243.0,84.0,40,0,2020-06-03,23
San Mateo,2284.0,84.0,41,0,2020-06-04,23
San Mateo,2331.0,88.0,47,4,2020-06-05,23
San Mateo,2342.0,88.0,11,0,2020-06-06,23
San Mateo,2399.0,88.0,57,0,2020-06-07,23
San Mateo,2431.0,88.0,32,0,2020-06-08,24
San Mateo,2463.0,93.0,32,5,2020-06-09,24
San Mateo,2492.0,93.0,29,0,2020-06-10,24
San Mateo,2499.0,93.0,7,0,2020-06-11,24
San Mateo,2533.0,99.0,34,6,2020-06-12,24
San Mateo,2551.0,99.0,18,0,2020-06-13,24
San Mateo,2571.0,99.0,20,0,2020-06-14,24
San Mateo,2591.0,99.0,20,0,2020-06-15,25
San Mateo,2618.0,99.0,27,0,2020-06-16,25
San Mateo,2649.0,99.0,31,0,2020-06-17,25
San Mateo,2674.0,99.0,25,0,2020-06-18,25
San Mateo,2713.0,103.0,39,4,2020-06-19,25
San Mateo,2755.0,103.0,42,0,2020-06-20,25
San Mateo,2781.0,103.0,26,0,2020-06-21,25
San Mateo,2813.0,103.0,32,0,2020-06-22,26
San Mateo,2907.0,103.0,94,0,2020-06-23,26
San Mateo,2964.0,104.0,57,1,2020-06-24,26
San Mateo,3000.0,104.0,36,0,2020-06-25,26
San Mateo,3063.0,106.0,63,2,2020-06-26,26
San Mateo,3096.0,106.0,33,0,2020-06-27,26
San Mateo,3162.0,106.0,66,0,2020-06-28,26
San Mateo,3249.0,106.0,87,0,2020-06-29,27
San Mateo,3306.0,108.0,57,2,2020-06-30,27
San Mateo,3326.0,108.0,20,0,2020-07-01,27
San Mateo,3390.0,108.0,64,0,2020-07-02,27
San Mateo,3439.0,108.0,49,0,2020-07-03,27
San Mateo,3532.0,108.0,93,0,2020-07-04,27
San Mateo,3575.0,108.0,43,0,2020-07-05,27
San Mateo,3650.0,108.0,75,0,2020-07-06,28
San Mateo,3691.0,111.0,41,3,2020-07-07,28
San Mateo,3733.0,111.0,42,0,2020-07-08,28
San Mateo,3792.0,111.0,59,0,2020-07-09,28
San Mateo,3844.0,112.0,52,1,2020-07-10,28
San Mateo,3956.0,112.0,112,0,2020-07-11,28
San Mateo,3988.0,112.0,32,0,2020-07-12,28
San Mateo,4057.0,112.0,69,0,2020-07-13,29
San Mateo,4173.0,114.0,116,2,2020-07-14,29
San Mateo,4258.0,114.0,85,0,2020-07-15,29
San Mateo,4336.0,114.0,78,0,2020-07-16,29
San Mateo,4407.0,114.0,71,0,2020-07-17,29
San Mateo,4488.0,114.0,81,0,2020-07-18,29
San Mateo,4522.0,114.0,34,0,2020-07-19,29
San Mateo,4609.0,114.0,87,0,2020-07-20,30
San Mateo,4733.0,114.0,124,0,2020-07-21,30
San Mateo,4796.0,114.0,63,0,2020-07-22,30
San Mateo,4895.0,114.0,99,0,2020-07-23,30
San Mateo,4954.0,117.0,59,3,2020-07-24,30
San Mateo,5023.0,117.0,69,0,2020-07-25,30
San Mateo,5078.0,117.0,55,0,2020-07-26,30
San Mateo,5108.0,117.0,30,0,2020-07-27,31
San Mateo,5171.0,118.0,63,1,2020-07-28,31
San Mateo,5305.0,118.0,134,0,2020-07-29,31
San Mateo,5369.0,118.0,64,0,2020-07-30,31
San Mateo,5416.0,119.0,47,1,2020-07-31,31
San Mateo,5520.0,119.0,104,0,2020-08-01,31
San Mateo,5618.0,119.0,98,0,2020-08-02,31
San Mateo,5661.0,119.0,43,0,2020-08-03,32
San Mateo,5690.0,120.0,29,1,2020-08-04,32
San Mateo,5695.0,120.0,5,0,2020-08-05,32
San Mateo,5885.0,120.0,190,0,2020-08-06,32
San Mateo,5948.0,120.0,63,0,2020-08-07,32
San Mateo,6021.0,120.0,73,0,2020-08-08,32
San Mateo,6094.0,120.0,73,0,2020-08-09,32
San Mateo,6222.0,120.0,128,0,2020-08-10,33
San Mateo,6339.0,122.0,117,2,2020-08-11,33
San Mateo,6427.0,122.0,88,0,2020-08-12,33
San Mateo,6503.0,122.0,76,0,2020-08-13,33
San Mateo,6655.0,126.0,152,4,2020-08-14,33
San Mateo,6860.0,126.0,205,0,2020-08-15,33
San Mateo,6942.0,126.0,82,0,2020-08-16,33
San Mateo,6987.0,126.0,45,0,2020-08-17,34
San Mateo,7074.0,127.0,87,1,2020-08-18,34
San Mateo,7146.0,127.0,72,0,2020-08-19,34
San Mateo,7188.0,127.0,42,0,2020-08-20,34
San Mateo,7253.0,128.0,65,1,2020-08-21,34
San Mateo,7361.0,128.0,108,0,2020-08-22,34
San Mateo,7450.0,128.0,89,0,2020-08-23,34
San Mateo,7502.0,128.0,52,0,2020-08-24,35
San Mateo,7636.0,130.0,134,2,2020-08-25,35
San Mateo,7655.0,130.0,19,0,2020-08-26,35
San Mateo,7728.0,130.0,73,0,2020-08-27,35
San Mateo,7783.0,131.0,55,1,2020-08-28,35
San Mateo,7928.0,131.0,145,0,2020-08-29,35
San Mateo,8013.0,131.0,85,0,2020-08-30,35
San Mateo,8065.0,131.0,52,0,2020-08-31,36
San Mateo,8132.0,132.0,67,1,2020-09-01,36
San Mateo,8148.0,132.0,16,0,2020-09-02,36
San Mateo,8211.0,132.0,63,0,2020-09-03,36
San Mateo,8275.0,135.0,64,3,2020-09-04,36
San Mateo,8352.0,135.0,77,0,2020-09-05,36
San Mateo,8387.0,135.0,35,0,2020-09-06,36
San Mateo,8409.0,135.0,22,0,2020-09-07,37
San Mateo,8460.0,136.0,51,1,2020-09-08,37
San Mateo,8478.0,136.0,18,0,2020-09-09,37
San Mateo,8529.0,136.0,51,0,2020-09-10,37
San Mateo,8611.0,139.0,82,3,2020-09-11,37
San Mateo,8759.0,139.0,148,0,2020-09-12,37
San Mateo,8811.0,139.0,52,0,2020-09-13,37
San Mateo,8847.0,139.0,36,0,2020-09-14,38
San Mateo,8895.0,142.0,48,3,2020-09-15,38
San Mateo,8944.0,142.0,49,0,2020-09-16,38
San Mateo,8984.0,142.0,40,0,2020-09-17,38
San Mateo,9062.0,142.0,78,0,2020-09-18,38
San Mateo,9158.0,143.0,96,1,2020-09-19,38
San Mateo,9198.0,143.0,40,0,2020-09-20,38
San Mateo,9239.0,143.0,41,0,2020-09-21,39
San Mateo,9291.0,144.0,52,1,2020-09-22,39
San Mateo,9351.0,144.0,60,0,2020-09-23,39
San Mateo,9376.0,144.0,25,0,2020-09-24,39
San Mateo,9447.0,150.0,71,6,2020-09-25,39
San Mateo,9509.0,150.0,62,0,2020-09-26,39
San Mateo,9566.0,150.0,57,0,2020-09-27,39
San Mateo,9582.0,150.0,16,0,2020-09-28,40
San Mateo,9619.0,150.0,37,0,2020-09-29,40
San Mateo,9634.0,150.0,15,0,2020-09-30,40
San Mateo,9681.0,150.0,47,0,2020-10-01,40
San Mateo,9745.0,152.0,64,2,2020-10-02,40
San Mateo,9822.0,152.0,77,0,2020-10-03,40
San Mateo,9858.0,152.0,36,0,2020-10-04,40
San Mateo,9896.0,152.0,38,0,2020-10-05,41
Santa Barbara,2.0,0.0,2,0,2020-03-18,12
Santa Barbara,5.0,0.0,3,0,2020-03-19,12
Santa Barbara,7.0,0.0,2,0,2020-03-20,12
Santa Barbara,8.0,0.0,1,0,2020-03-21,12
Santa Barbara,16.0,0.0,8,0,2020-03-22,12
Santa Barbara,18.0,0.0,2,0,2020-03-23,13
Santa Barbara,20.0,0.0,2,0,2020-03-24,13
Santa Barbara,25.0,0.0,5,0,2020-03-25,13
Santa Barbara,33.0,0.0,8,0,2020-03-26,13
Santa Barbara,37.0,0.0,4,0,2020-03-27,13
Santa Barbara,49.0,0.0,12,0,2020-03-28,13
Santa Barbara,52.0,0.0,3,0,2020-03-29,13
Santa Barbara,79.0,0.0,27,0,2020-03-30,14
Santa Barbara,89.0,0.0,10,0,2020-03-31,14
Santa Barbara,103.0,0.0,14,0,2020-04-01,14
Santa Barbara,125.0,1.0,22,1,2020-04-02,14
Santa Barbara,154.0,1.0,29,0,2020-04-03,14
Santa Barbara,167.0,1.0,13,0,2020-04-04,14
Santa Barbara,171.0,1.0,4,0,2020-04-05,14
Santa Barbara,189.0,2.0,18,1,2020-04-06,15
Santa Barbara,209.0,2.0,20,0,2020-04-07,15
Santa Barbara,221.0,2.0,12,0,2020-04-08,15
Santa Barbara,232.0,2.0,11,0,2020-04-09,15
Santa Barbara,254.0,2.0,22,0,2020-04-10,15
Santa Barbara,258.0,2.0,4,0,2020-04-11,15
Santa Barbara,261.0,2.0,3,0,2020-04-12,15
Santa Barbara,271.0,2.0,10,0,2020-04-13,16
Santa Barbara,292.0,2.0,21,0,2020-04-14,16
Santa Barbara,317.0,2.0,25,0,2020-04-15,16
Santa Barbara,331.0,2.0,14,0,2020-04-16,16
Santa Barbara,349.0,3.0,18,1,2020-04-17,16
Santa Barbara,372.0,4.0,23,1,2020-04-18,16
Santa Barbara,377.0,4.0,5,0,2020-04-19,16
Santa Barbara,388.0,4.0,11,0,2020-04-20,17
Santa Barbara,414.0,5.0,26,1,2020-04-21,17
Santa Barbara,437.0,5.0,23,0,2020-04-22,17
Santa Barbara,445.0,5.0,8,0,2020-04-23,17
Santa Barbara,450.0,6.0,5,1,2020-04-24,17
Santa Barbara,457.0,7.0,7,1,2020-04-25,17
Santa Barbara,464.0,7.0,7,0,2020-04-26,17
Santa Barbara,466.0,7.0,2,0,2020-04-27,18
Santa Barbara,469.0,7.0,3,0,2020-04-28,18
Santa Barbara,477.0,8.0,8,1,2020-04-29,18
Santa Barbara,490.0,8.0,13,0,2020-04-30,18
Santa Barbara,499.0,8.0,9,0,2020-05-01,18
Santa Barbara,506.0,8.0,7,0,2020-05-02,18
Santa Barbara,512.0,8.0,6,0,2020-05-03,18
Santa Barbara,524.0,9.0,12,1,2020-05-04,19
Santa Barbara,541.0,10.0,17,1,2020-05-05,19
Santa Barbara,565.0,11.0,24,1,2020-05-06,19
Santa Barbara,720.0,11.0,155,0,2020-05-07,19
Santa Barbara,1054.0,11.0,334,0,2020-05-08,19
Santa Barbara,1245.0,11.0,191,0,2020-05-09,19
Santa Barbara,1323.0,11.0,78,0,2020-05-10,19
Santa Barbara,1372.0,11.0,49,0,2020-05-11,20
Santa Barbara,1377.0,11.0,5,0,2020-05-12,20
Santa Barbara,1382.0,11.0,5,0,2020-05-13,20
Santa Barbara,1395.0,11.0,13,0,2020-05-14,20
Santa Barbara,1409.0,11.0,14,0,2020-05-15,20
Santa Barbara,1422.0,11.0,13,0,2020-05-16,20
Santa Barbara,1457.0,11.0,35,0,2020-05-17,20
Santa Barbara,1501.0,11.0,44,0,2020-05-18,21
Santa Barbara,1521.0,11.0,20,0,2020-05-19,21
Santa Barbara,1524.0,11.0,3,0,2020-05-20,21
Santa Barbara,1541.0,11.0,17,0,2020-05-21,21
Santa Barbara,1554.0,12.0,13,1,2020-05-22,21
Santa Barbara,1566.0,12.0,12,0,2020-05-23,21
Santa Barbara,1573.0,12.0,7,0,2020-05-24,21
Santa Barbara,1590.0,12.0,17,0,2020-05-25,22
Santa Barbara,1590.0,12.0,0,0,2020-05-26,22
Santa Barbara,1629.0,12.0,39,0,2020-05-27,22
Santa Barbara,1642.0,12.0,13,0,2020-05-28,22
Santa Barbara,1656.0,12.0,14,0,2020-05-29,22
Santa Barbara,1660.0,12.0,4,0,2020-05-30,22
Santa Barbara,1662.0,12.0,2,0,2020-05-31,22
Santa Barbara,1671.0,12.0,9,0,2020-06-01,23
Santa Barbara,1703.0,14.0,32,2,2020-06-02,23
Santa Barbara,1722.0,14.0,19,0,2020-06-03,23
Santa Barbara,1750.0,14.0,28,0,2020-06-04,23
Santa Barbara,1795.0,15.0,45,1,2020-06-05,23
Santa Barbara,1815.0,15.0,20,0,2020-06-06,23
Santa Barbara,1818.0,15.0,3,0,2020-06-07,23
Santa Barbara,1824.0,15.0,6,0,2020-06-08,24
Santa Barbara,1854.0,15.0,30,0,2020-06-09,24
